date,duree_min,intensite_mm_h,flag_outlier
2004-08-22,18.0,7.666666666666666,False
2004-08-23,24.0,6.25,False
2004-08-25,42.0,2.5714285714285716,False
2004-08-26,18.0,10.333333333333334,False
2004-08-27,72.0,15.583333333333334,False
2004-08-28,96.0,22.1875,False
2004-08-30,96.0,1.4999999999999998,False
2004-08-03,18.0,25.333333333333332,False
2004-08-05,42.0,0.5714285714285715,False
2004-08-10,128.0,4.5,False
2004-08-15,6.0,2.0,False
2004-08-22,78.0,1.3076923076923077,False
2004-08-23,48.0,0.8749999999999999,False
2004-08-25,198.0,2.8181818181818183,False
2004-08-26,102.0,3.9411764705882355,False
2004-08-27,90.0,1.3333333333333333,False
2004-08-28,128.0,0.9375,False
2004-08-29,102.0,11.823529411764707,False
2004-09-02,48.0,20.75,False
2004-09-04,78.0,0.923076923076923,False
2004-09-06,246.0,0.4390243902439025,False
2004-09-09,6.0,2.0,False
2004-09-11,90.0,1.4000000000000001,False
2004-09-15,54.0,18.666666666666668,False
2004-09-17,6.0,1.0,False
2004-09-19,102.0,4.647058823529412,False
2004-09-20,12.0,4.0,False
2004-09-21,12.0,9.0,False
2004-09-22,18.0,2.0,False
2004-09-26,102.0,2.3529411764705883,False
2004-09-30,90.0,0.6666666666666666,False
2004-09-01,84.0,5.2857142857142865,False
2004-09-03,168.0,7.214285714285714,False
2004-09-05,138.0,13.869565217391305,False
2004-09-07,18.0,10.0,False
2004-09-08,84.0,0.5714285714285715,False
2004-09-10,102.0,4.235294117647059,False
2004-09-12,6.0,5.999999999999999,False
2004-09-15,18.0,6.0,False
2004-09-16,138.0,5.260869565217392,False
2004-09-20,184.0,1.2065217391304348,False
2004-09-25,252.0,8.523809523809522,False
2004-09-29,204.0,3.794117647058824,False
2004-10-01,30.0,20.2,False
2004-10-02,18.0,1.0,False
2004-10-04,18.0,4.0,False
2004-10-06,42.0,12.428571428571429,False
2004-10-10,96.0,5.374999999999999,False
2004-10-11,54.0,2.5555555555555554,False
2004-10-20,18.0,4.0,False
2004-10-22,18.0,1.6666666666666667,False
2004-10-23,84.0,4.857142857142858,False
2004-10-24,78.0,4.923076923076923,False
2004-10-25,18.0,1.0,False
2004-10-31,18.0,24.0,False
2004-10-10,78.0,4.230769230769231,False
2005-06-04,48.0,30.375,False
2005-06-09,18.0,6.333333333333333,False
2005-06-11,180.0,5.966666666666666,False
2005-06-12,6.0,11.0,False
2005-06-15,48.0,21.124999999999996,False
2005-06-17,36.0,2.8333333333333335,False
2005-06-19,18.0,1.0,False
2005-06-20,30.0,10.4,False
2005-06-21,18.0,4.333333333333334,False
2005-06-22,6.0,18.0,False
2005-06-24,18.0,7.666666666666666,False
2005-06-26,108.0,6.166666666666666,False
2005-06-04,150.0,1.64,False
2005-06-07,18.0,2.3333333333333335,False
2005-06-14,42.0,17.285714285714285,False
2005-06-15,12.0,38.5,False
2005-06-17,24.0,9.499999999999998,False
2005-06-19,36.0,8.0,False
2005-06-25,78.0,6.307692307692307,False
2005-06-28,120.0,12.65,False
2005-06-30,30.0,1.8,False
2005-07-01,36.0,11.666666666666668,False
2005-07-02,24.0,33.5,False
2005-07-06,18.0,15.0,False
2005-07-09,78.0,2.8461538461538463,False
2005-07-10,36.0,0.5,False
2005-07-13,128.0,9.375,False
2005-07-14,48.0,3.875,False
2005-07-18,30.0,4.4,False
2005-07-20,48.0,14.25,False
2005-07-23,30.0,4.8,False
2005-07-28,144.0,3.125,False
2005-07-29,72.0,7.166666666666667,False
2005-07-30,18.0,1.3333333333333335,False
2005-07-02,78.0,5.0,False
2005-07-09,30.0,0.6,False
2005-07-10,108.0,2.944444444444444,False
2005-07-12,108.0,2.5,False
2005-07-13,108.0,7.111111111111112,False
2005-07-14,66.0,3.2727272727272725,False
2005-07-15,84.0,0.5714285714285715,False
2005-07-16,480.0,2.55,False
2005-07-19,132.0,0.8181818181818181,False
2005-07-20,54.0,33.77777777777778,False
2005-07-22,66.0,6.909090909090908,False
2005-07-23,18.0,5.0,False
2005-07-24,282.0,4.319148936170213,False
2005-07-27,138.0,1.3913043478260871,False
2005-08-02,18.0,6.666666666666667,False
2005-08-11,6.0,11.0,False
2005-08-12,36.0,1.0,False
2005-08-16,54.0,10.555555555555555,False
2005-08-20,90.0,3.8000000000000003,False
2005-08-21,18.0,12.666666666666666,False
2005-08-23,66.0,11.181818181818182,False
2005-08-25,124.0,11.709677419354838,False
2005-08-26,78.0,8.615384615384615,False
2005-08-29,60.0,1.4,False
2005-08-02,6.0,2.9999999999999996,False
2005-08-08,12.0,5.999999999999999,False
2005-08-12,18.0,1.0,False
2005-08-17,18.0,4.0,False
2005-08-19,24.0,25.249999999999996,False
2005-08-20,54.0,19.22222222222222,False
2005-08-24,126.0,1.952380952380952,False
2005-08-25,126.0,0.19047619047619047,False
2005-08-26,30.0,5.6,False
2005-08-28,78.0,7.230769230769231,False
2005-08-30,24.0,2.5,False
2005-09-01,54.0,3.6666666666666665,False
2005-09-04,6.0,2.9999999999999996,False
2005-09-05,18.0,50.666666666666664,True
2005-09-07,12.0,18.0,False
2005-09-08,48.0,43.125,False
2005-09-15,54.0,3.333333333333333,False
2005-09-17,42.0,8.571428571428571,False
2005-09-18,138.0,6.782608695652175,False
2005-09-20,36.0,9.833333333333334,False
2005-09-21,18.0,10.333333333333334,False
2005-09-24,384.0,1.5625,False
2005-09-29,24.0,22.999999999999996,False
2005-09-30,18.0,10.333333333333334,False
2005-09-01,252.0,2.928571428571429,False
2005-09-03,132.0,3.545454545454545,False
2005-09-04,24.0,2.75,False
2005-09-14,108.0,5.833333333333333,False
2005-09-17,18.0,7.000000000000001,False
2005-09-23,48.0,37.75,False
2005-09-26,258.0,2.8837209302325584,False
2005-09-28,36.0,1.3333333333333335,False
2005-09-29,48.0,4.25,False
2005-10-02,24.0,1.25,False
2005-10-03,24.0,23.999999999999996,False
2005-10-05,48.0,39.375,False
2005-10-06,48.0,21.25,False
2005-10-11,6.0,8.0,False
2005-10-15,18.0,29.333333333333336,False
2005-10-02,270.0,0.9777777777777779,False
2005-10-03,18.0,13.0,False
2005-10-06,150.0,2.16,False
2005-10-08,24.0,9.499999999999998,False
2005-10-09,48.0,14.499999999999998,False
2005-10-10,18.0,2.666666666666667,False
2006-06-02,66.0,11.181818181818182,False
2006-06-08,6.0,2.0,False
2006-06-09,108.0,11.0,False
2006-06-11,18.0,10.333333333333334,False
2006-06-14,30.0,0.6,False
2006-06-15,6.0,1.0,False
2006-06-17,66.0,3.9090909090909087,False
2006-06-21,12.0,2.9999999999999996,False
2006-06-23,48.0,10.874999999999998,False
2006-06-28,12.0,23.5,False
2006-06-12,12.0,2.5,False
2006-06-13,42.0,7.285714285714286,False
2006-06-14,24.0,6.5,False
2006-06-19,6.0,2.9999999999999996,False
2006-06-28,90.0,10.066666666666666,False
2006-07-03,102.0,7.764705882352941,False
2006-07-04,24.0,20.249999999999996,False
2006-07-05,24.0,28.75,False
2006-07-12,6.0,4.0,False
2006-07-13,12.0,29.5,False
2006-07-14,12.0,2.0,False
2006-07-15,180.0,6.466666666666666,False
2006-07-17,174.0,4.724137931034483,False
2006-07-19,24.0,7.75,False
2006-07-20,336.0,2.357142857142857,False
2006-07-23,54.0,8.777777777777779,False
2006-07-24,24.0,6.5,False
2006-07-25,192.0,4.34375,False
2006-07-26,42.0,1.0,False
2006-07-27,18.0,1.0,False
2006-07-28,270.0,4.688888888888889,False
2006-07-31,72.0,16.416666666666668,False
2006-07-02,24.0,12.5,False
2006-07-05,36.0,36.333333333333336,False
2006-07-08,12.0,2.5,False
2006-07-14,48.0,17.375,False
2006-07-19,150.0,1.0,False
2006-07-21,234.0,1.4871794871794872,False
2006-07-22,6.0,2.0,False
2006-07-25,30.0,0.8,False
2006-07-27,198.0,5.848484848484849,False
2006-07-30,114.0,6.157894736842105,False
2006-08-05,186.0,4.838709677419355,False
2006-08-06,42.0,1.5714285714285716,False
2006-08-07,66.0,4.909090909090909,False
2006-08-12,78.0,28.307692307692303,False
2006-08-13,66.0,3.1818181818181817,False
2006-08-14,18.0,17.666666666666668,False
2006-08-15,90.0,9.533333333333333,False
2006-08-16,54.0,14.0,False
2006-08-17,18.0,2.0,False
2006-08-18,30.0,7.8,False
2006-08-23,30.0,0.8,False
2006-08-26,120.0,8.2,False
2006-08-27,18.0,57.66666666666667,True
2006-08-28,12.0,3.4999999999999996,False
2006-08-30,78.0,14.615384615384615,False
2006-08-31,54.0,2.2222222222222223,False
2006-08-01,186.0,6.096774193548386,False
2006-08-02,30.0,0.4,False
2006-08-03,18.0,1.6666666666666667,False
2006-08-10,222.0,6.027027027027027,False
2006-08-11,348.0,4.086206896551724,False
2006-08-16,72.0,1.1666666666666667,False
2006-08-17,126.0,0.5238095238095238,False
2006-08-18,18.0,1.6666666666666667,False
2006-08-19,60.0,2.5,False
2006-08-23,12.0,1.0,False
2006-08-26,6.0,13.999999999999998,False
2006-08-31,126.0,2.5714285714285716,False
2006-09-01,18.0,5.666666666666667,False
2006-09-03,102.0,8.941176470588236,False
2006-09-05,264.0,7.2727272727272725,False
2006-09-08,24.0,6.999999999999999,False
2006-09-09,12.0,11.0,False
2006-09-10,12.0,2.0,False
2006-09-12,108.0,3.6666666666666665,False
2006-09-14,144.0,9.000000000000002,False
2006-09-15,246.0,3.951219512195122,False
2006-09-17,102.0,3.411764705882353,False
2006-09-18,12.0,10.0,False
2006-09-22,60.0,20.5,False
2006-09-24,12.0,4.0,False
2006-09-28,204.0,6.647058823529412,False
2006-09-29,12.0,7.5,False
2006-09-30,168.0,8.0,False
2006-09-05,18.0,5.666666666666667,False
2006-09-11,78.0,8.23076923076923,False
2006-09-12,180.0,3.6,False
2006-09-16,24.0,2.0,False
2006-09-18,78.0,8.153846153846153,False
2006-09-19,438.0,1.1369863013698631,False
2006-09-22,216.0,2.2222222222222223,False
2006-09-25,378.0,3.7460317460317465,False
2006-09-26,54.0,0.888888888888889,False
2006-10-01,30.0,0.6,False
2006-10-02,42.0,23.571428571428573,False
2006-10-08,354.0,2.9999999999999996,False
2006-10-09,12.0,40.99999999999999,False
2006-10-11,102.0,14.764705882352942,False
2006-10-13,6.0,2.9999999999999996,False
2006-10-18,30.0,28.6,False
2006-10-01,18.0,2.666666666666667,False
2006-10-02,18.0,8.666666666666668,False
2006-10-03,18.0,20.0,False
2006-10-11,228.0,1.5000000000000002,False
2006-10-14,174.0,5.827586206896552,False
2006-10-18,150.0,11.559999999999999,False
2006-10-23,138.0,0.3478260869565218,False
2006-10-25,6.0,23.999999999999996,False
2007-06-02,270.0,2.6888888888888887,False
2007-06-06,42.0,10.285714285714286,False
2007-06-07,18.0,3.0,False
2007-06-10,12.0,14.499999999999998,False
2007-06-16,30.0,4.6,False
2007-06-19,42.0,15.000000000000002,False
2007-06-21,6.0,2.0,False
2007-06-24,6.0,2.0,False
2007-06-28,162.0,10.555555555555555,False
2007-06-30,6.0,1.0,False
2007-06-09,48.0,9.625,False
2007-06-16,90.0,11.866666666666667,False
2007-06-22,6.0,2.9999999999999996,False
2007-06-28,198.0,1.696969696969697,False
2007-07-01,6.0,2.9999999999999996,False
2007-07-03,60.0,0.9,False
2007-07-05,18.0,45.0,True
2007-07-09,30.0,29.0,False
2007-07-13,60.0,7.7,False
2007-07-15,178.0,5.426966292134832,False
2007-07-16,6.0,8.0,False
2007-07-18,6.0,6.999999999999999,False
2007-07-20,132.0,4.7727272727272725,False
2007-07-21,24.0,1.25,False
2007-07-22,174.0,6.172413793103448,False
2007-07-25,102.0,4.176470588235294,False
2007-07-26,42.0,40.285714285714285,False
2007-07-27,150.0,2.52,False
2007-07-28,6.0,13.999999999999998,False
2007-07-29,36.0,8.333333333333334,False
2007-07-30,78.0,3.0769230769230766,False
2007-07-31,6.0,128.0,True
2007-07-10,6.0,2.9999999999999996,False
2007-07-13,30.0,1.0,False
2007-07-15,386.0,1.6632124352331605,False
2007-07-17,168.0,6.821428571428572,False
2007-07-21,210.0,3.4857142857142853,False
2007-07-22,72.0,1.5,False
2007-07-26,306.0,4.274509803921569,False
2007-07-30,168.0,0.9642857142857144,False
2007-08-01,6.0,35.0,False
2007-08-02,12.0,1.4999999999999998,False
2007-08-10,6.0,4.0,False
2007-08-11,306.0,1.9607843137254903,False
2007-08-12,6.0,1.0,False
2007-08-13,288.0,5.895833333333334,False
2007-08-14,18.0,4.0,False
2007-08-17,18.0,2.0,False
2007-08-20,174.0,7.379310344827586,False
2007-08-21,18.0,7.666666666666666,False
2007-08-22,18.0,6.666666666666667,False
2007-08-24,6.0,2.0,False
2007-08-27,366.0,2.557377049180328,False
2007-08-28,30.0,16.8,False
2007-08-31,24.0,29.249999999999996,False
2007-08-08,12.0,4.0,False
2007-08-09,228.0,5.947368421052632,False
2007-08-12,60.0,0.2,False
2007-08-13,66.0,0.6363636363636362,False
2007-08-16,114.0,12.736842105263158,False
2007-08-19,6.0,180.0,True
2007-08-21,6.0,5.0,False
2007-08-26,36.0,5.666666666666667,False
2007-08-27,138.0,1.565217391304348,False
2007-08-28,90.0,3.4,False
2007-08-31,156.0,4.846153846153846,False
2007-09-01,96.0,2.3749999999999996,False
2007-09-03,102.0,5.0,False
2007-09-04,42.0,2.0,False
2007-09-05,66.0,9.18181818181818,False
2007-09-06,42.0,10.714285714285715,False
2007-09-07,114.0,9.421052631578947,False
2007-09-11,18.0,15.0,False
2007-09-15,48.0,2.125,False
2007-09-16,6.0,5.999999999999999,False
2007-09-18,30.0,19.6,False
2007-09-21,18.0,5.0,False
2007-09-22,18.0,8.666666666666668,False
2007-09-23,6.0,16.0,False
2007-09-28,72.0,18.166666666666668,False
2007-09-29,18.0,26.666666666666668,False
2007-09-01,3.0,5.999999999999999,False
2007-09-04,108.0,5.166666666666667,False
2007-09-05,102.0,0.8235294117647058,False
2007-09-08,66.0,4.090909090909091,False
2007-09-09,248.0,4.935483870967741,False
2007-09-12,72.0,3.1666666666666665,False
2007-09-13,168.0,2.678571428571429,False
2007-09-15,12.0,36.5,False
2007-09-16,12.0,8.5,False
2007-09-17,12.0,1.0,False
2007-09-18,156.0,2.769230769230769,False
2007-09-21,24.0,4.0,False
2007-09-24,138.0,8.608695652173914,False
2007-09-25,138.0,9.217391304347826,False
2007-09-26,72.0,14.250000000000002,False
2007-09-27,12.0,64.5,True
2007-09-30,18.0,23.333333333333336,False
2007-10-05,102.0,13.941176470588236,False
2007-10-07,12.0,2.5,False
2007-10-21,36.0,4.0,False
2007-10-26,18.0,63.0,True
2007-10-29,24.0,6.999999999999999,False
2007-10-05,78.0,24.0,False
2007-10-06,6.0,42.99999999999999,False
2007-10-07,3.0,10.0,False
2007-10-10,6.0,42.99999999999999,False
2007-10-19,126.0,4.428571428571429,False
2007-10-21,3.0,47.99999999999999,False
2007-10-26,126.0,19.285714285714285,False
2008-06-12,6.0,188.99999999999997,True
2008-06-17,192.0,2.65625,False
2008-06-18,72.0,0.6666666666666667,False
2008-06-23,24.0,3.25,False
2008-06-24,192.0,5.999999999999999,False
2008-06-27,36.0,33.50000000000001,False
2008-06-28,42.0,7.142857142857143,False
2008-06-30,258.0,8.720930232558139,False
2008-06-02,42.0,22.571428571428573,False
2008-06-16,246.0,5.902439024390244,False
2008-06-17,42.0,20.42857142857143,False
2008-06-24,282.0,5.595744680851063,False
2008-06-26,6.0,13.0,False
2008-06-27,78.0,7.3076923076923075,False
2008-06-29,6.0,272.0,True
2008-07-06,234.0,6.205128205128205,False
2008-07-07,102.0,4.882352941176471,False
2008-07-12,60.0,22.6,False
2008-07-13,36.0,31.5,False
2008-07-18,12.0,4.5,False
2008-07-19,306.0,4.8235294117647065,False
2008-07-20,42.0,22.42857142857143,False
2008-07-21,12.0,4.0,False
2008-07-22,54.0,3.1111111111111107,False
2008-07-27,216.0,2.0833333333333335,False
2008-07-29,114.0,7.000000000000001,False
2008-07-30,12.0,7.5,False
2008-07-03,24.0,54.74999999999999,False
2008-07-07,150.0,5.16,False
2008-07-11,24.0,28.999999999999996,False
2008-07-14,102.0,12.588235294117647,False
2008-07-18,186.0,4.580645161290322,False
2008-07-20,312.0,1.4423076923076923,False
2008-07-21,54.0,4.666666666666667,False
2008-07-25,222.0,4.378378378378378,False
2008-07-26,330.0,5.3999999999999995,False
2008-08-03,168.0,9.25,False
2008-08-04,102.0,1.5294117647058825,False
2008-08-05,6.0,5.0,False
2008-08-06,72.0,15.75,False
2008-08-07,78.0,4.0,False
2008-08-08,148.0,6.364864864864864,False
2008-08-12,198.0,5.909090909090909,False
2008-08-15,48.0,10.249999999999998,False
2008-08-16,6.0,45.0,False
2008-08-18,6.0,2.9999999999999996,False
2008-08-21,18.0,33.0,False
2008-08-22,6.0,5.999999999999999,False
2008-08-24,6.0,2.9999999999999996,False
2008-08-25,198.0,3.242424242424242,False
2008-08-26,12.0,3.4999999999999996,False
2008-08-27,246.0,4.7317073170731705,False
2008-08-28,48.0,5.374999999999999,False
2008-08-29,18.0,35.333333333333336,False
2008-08-31,6.0,2.0,False
2008-08-01,24.0,2.0,False
2008-08-06,78.0,0.8461538461538461,False
2008-08-07,204.0,2.411764705882353,False
2008-08-10,18.0,1.0,False
2008-08-11,150.0,7.0,False
2008-08-12,90.0,3.9333333333333336,False
2008-08-15,144.0,7.375,False
2008-08-16,18.0,2.0,False
2008-08-19,6.0,5.0,False
2008-08-28,6.0,11.999999999999998,False
2008-08-29,252.0,2.9047619047619047,False
2008-08-30,18.0,2.666666666666667,False
2008-08-31,36.0,1.1666666666666667,False
2008-09-01,102.0,15.588235294117647,False
2008-09-04,150.0,0.96,False
2008-09-05,192.0,0.46875,False
2008-09-09,54.0,11.777777777777777,False
2008-09-10,18.0,1.0,False
2008-09-11,30.0,11.2,False
2008-09-14,102.0,7.352941176470589,False
2008-09-15,102.0,14.352941176470587,False
2008-09-20,90.0,5.466666666666666,False
2008-09-26,66.0,20.36363636363636,False
2008-09-02,180.0,7.166666666666667,False
2008-09-03,168.0,8.321428571428573,False
2008-09-04,108.0,3.0555555555555554,False
2008-09-10,78.0,2.0,False
2008-09-11,252.0,2.261904761904762,False
2008-09-18,18.0,33.666666666666664,False
2008-09-24,120.0,8.65,False
2008-09-26,48.0,2.5,False
2008-09-27,198.0,6.212121212121213,False
2008-09-28,18.0,21.333333333333336,False
2008-09-29,18.0,5.666666666666667,False
2008-10-02,132.0,8.59090909090909,False
2008-10-03,150.0,7.279999999999999,False
2008-10-06,78.0,1.2307692307692308,False
2008-10-10,24.0,4.5,False
2008-10-14,54.0,5.333333333333333,False
2008-10-16,12.0,90.5,True
2008-10-17,12.0,13.5,False
2008-10-02,12.0,28.5,False
2008-10-04,84.0,7.714285714285715,False
2008-10-06,48.0,12.124999999999998,False
2008-10-12,12.0,22.999999999999996,False
2008-10-13,12.0,4.0,False
2008-10-16,300.0,3.9799999999999995,False
2008-10-19,120.0,9.15,False
2009-06-02,30.0,2.2,False
2009-06-03,42.0,25.57142857142857,False
2009-06-04,72.0,13.916666666666666,False
2009-06-07,18.0,1.0,False
2009-06-10,144.0,16.0,False
2009-06-15,54.0,26.11111111111111,False
2009-06-20,12.0,7.5,False
2009-06-21,156.0,2.9615384615384617,False
2009-06-22,18.0,0.33333333333333337,False
2009-06-26,306.0,6.921568627450981,False
2009-06-29,102.0,0.7058823529411765,False
2009-06-01,6.0,11.999999999999998,False
2009-06-02,6.0,2.0,False
2009-06-05,30.0,65.6,False
2009-06-07,240.0,2.15,False
2009-06-13,6.0,4.0,False
2009-06-14,6.0,2.9999999999999996,False
2009-06-15,318.0,4.056603773584905,False
2009-06-18,192.0,4.281249999999999,False
2009-06-20,306.0,0.6862745098039216,False
2009-06-30,42.0,9.142857142857144,False
2009-07-03,12.0,1.0,False
2009-07-04,18.0,4.0,False
2009-07-09,6.0,55.0,False
2009-07-11,6.0,2.0,False
2009-07-17,204.0,6.323529411764706,False
2009-07-21,78.0,0.15384615384615385,False
2009-07-25,18.0,0.33333333333333337,False
2009-07-26,42.0,24.000000000000004,False
2009-07-27,168.0,2.5714285714285716,False
2009-07-28,36.0,6.166666666666667,False
2009-07-30,12.0,2.9999999999999996,False
2009-07-31,288.0,0.7291666666666667,False
2009-07-03,150.0,6.959999999999999,False
2009-07-06,6.0,62.0,True
2009-07-07,6.0,2.9999999999999996,False
2009-07-08,6.0,2.0,False
2009-07-10,426.0,3.3098591549295775,False
2009-07-13,66.0,5.636363636363636,False
2009-07-15,18.0,15.0,False
2009-07-20,226.0,2.0707964601769913,False
2009-07-22,108.0,1.4444444444444444,False
2009-07-24,30.0,0.4,False
2009-07-27,6.0,34.0,False
2009-07-28,6.0,1.0,False
2009-07-30,72.0,2.0833333333333335,False
2009-08-02,84.0,3.1428571428571432,False
2009-08-03,84.0,1.5000000000000002,False
2009-08-06,12.0,1.0,False
2009-08-08,60.0,6.1,False
2009-08-12,90.0,3.8666666666666667,False
2009-08-15,18.0,1.3333333333333335,False
2009-08-17,42.0,37.85714285714286,False
2009-08-18,108.0,4.055555555555555,False
2009-08-19,168.0,5.92857142857143,False
2009-08-20,234.0,11.358974358974358,False
2009-08-21,258.0,4.4186046511627906,False
2009-08-25,198.0,0.5454545454545455,False
2009-08-28,18.0,5.666666666666667,False
2009-08-29,30.0,8.6,False
2009-08-31,144.0,6.875,False
2009-08-05,354.0,7.067796610169491,False
2009-08-08,84.0,3.0714285714285716,False
2009-08-09,270.0,4.422222222222222,False
2009-08-12,12.0,10.5,False
2009-08-13,150.0,9.4,False
2009-08-14,90.0,3.0,False
2009-08-15,6.0,9.0,False
2009-08-17,240.0,8.175,False
2009-08-20,6.0,8.0,False
2009-08-21,138.0,3.6521739130434785,False
2009-08-22,72.0,4.333333333333334,False
2009-08-24,138.0,9.304347826086957,False
2009-08-26,108.0,1.5555555555555554,False
2009-08-28,624.0,4.278846153846153,False
2009-08-31,210.0,14.542857142857143,False
2009-09-01,78.0,0.6923076923076923,False
2009-09-02,36.0,0.16666666666666669,False
2009-09-03,78.0,4.615384615384615,False
2009-09-05,48.0,0.625,False
2009-09-07,108.0,16.72222222222222,False
2009-09-08,18.0,7.333333333333334,False
2009-09-09,18.0,5.0,False
2009-09-12,12.0,1.0,False
2009-09-13,18.0,1.0,False
2009-09-15,186.0,2.354838709677419,False
2009-09-19,24.0,21.0,False
2009-09-26,66.0,2.818181818181818,False
2009-09-27,18.0,1.3333333333333335,False
2009-09-03,48.0,0.625,False
2009-09-05,478.0,1.3682008368200838,False
2009-09-06,66.0,1.6363636363636362,False
2009-09-08,78.0,9.0,False
2009-09-11,12.0,2.5,False
2009-09-12,150.0,9.0,False
2009-09-14,72.0,22.166666666666668,False
2009-09-16,324.0,6.629629629629629,False
2009-09-17,6.0,5.999999999999999,False
2009-09-19,168.0,13.285714285714288,False
2009-09-22,120.0,7.7,False
2009-09-24,60.0,5.9,False
2009-09-28,162.0,5.185185185185185,False
2009-09-30,30.0,10.2,False
2009-10-01,12.0,4.5,False
2009-10-03,12.0,36.0,False
2009-10-08,36.0,1.1666666666666667,False
2009-10-12,102.0,10.235294117647058,False
2009-10-14,6.0,6.999999999999999,False
2009-10-17,6.0,57.0,False
2009-10-20,42.0,23.142857142857142,False
2009-10-22,6.0,60.0,True
2009-10-24,6.0,5.0,False
2009-10-26,42.0,24.42857142857143,False
2009-10-28,30.0,6.0,False
2009-10-29,24.0,13.5,False
2009-10-31,24.0,8.0,False
2009-10-01,42.0,34.285714285714285,False
2009-10-04,132.0,2.4090909090909087,False
2009-10-07,294.0,5.959183673469387,False
2009-10-22,132.0,15.772727272727273,False
2009-10-23,54.0,3.888888888888889,False
2009-10-29,324.0,5.851851851851852,False
2009-10-30,12.0,2.0,False
2010-06-01,48.0,20.0,False
2010-06-02,6.0,4.0,False
2010-06-04,12.0,11.999999999999998,False
2010-06-09,24.0,28.25,False
2010-06-12,6.0,2.9999999999999996,False
2010-06-16,78.0,9.846153846153847,False
2010-06-20,102.0,0.17647058823529413,False
2010-06-21,6.0,2.9999999999999996,False
2010-06-24,132.0,10.863636363636362,False
2010-06-26,48.0,9.125,False
2010-06-29,6.0,50.0,False
2010-06-30,78.0,9.461538461538462,False
2010-06-03,138.0,8.869565217391305,False
2010-06-04,6.0,2.0,False
2010-06-06,138.0,4.391304347826087,False
2010-06-08,324.0,10.074074074074073,False
2010-06-23,66.0,2.4545454545454546,False
2010-06-25,78.0,18.153846153846153,False
2010-06-30,30.0,11.4,False
2010-07-01,36.0,1.0,False
2010-07-02,120.0,3.1,False
2010-07-05,108.0,9.777777777777779,False
2010-07-08,120.0,4.05,False
2010-07-09,162.0,2.259259259259259,False
2010-07-10,150.0,2.68,False
2010-07-11,216.0,0.9444444444444444,False
2010-07-14,24.0,11.25,False
2010-07-16,48.0,2.75,False
2010-07-17,84.0,5.571428571428572,False
2010-07-22,6.0,2.9999999999999996,False
2010-07-23,78.0,1.5384615384615383,False
2010-07-27,306.0,3.215686274509804,False
2010-07-31,102.0,15.0,False
2010-07-04,96.0,4.6875,False
2010-07-07,12.0,3.4999999999999996,False
2010-07-10,78.0,4.0,False
2010-07-16,6.0,5.0,False
2010-07-17,96.0,30.3125,False
2010-07-18,18.0,11.333333333333334,False
2010-07-19,120.0,0.75,False
2010-07-22,174.0,1.5517241379310345,False
2010-07-26,132.0,7.136363636363636,False
2010-07-27,120.0,1.05,False
2010-07-29,24.0,2.5,False
2010-07-30,18.0,14.000000000000002,False
2010-08-02,6.0,62.0,True
2010-08-07,234.0,6.6923076923076925,False
